n 50
m 20
hl 1439
o 5
peak_start 1080
peak_end 1259
rate_in_peak 0.47753
rate_off_peak 0.32282
max_cost 999

v
1.2
1.1
1
0.9
0.8

lambda
1.5
1.25
1
0.8
0.6

pi
91
100
114
193
171
167
81
43
49
80
111
195
156
99
72
181
111
120
128
148

processing
56	6	12	39	64	64	79	84	90	31	96	53	38	30	39	13	87	10	21	89	
43	28	52	29	73	78	98	23	58	94	33	70	1	98	64	20	63	44	5	11	
75	57	63	68	42	3	80	31	13	56	21	55	84	72	39	14	7	38	36	21	
87	24	46	43	24	11	63	42	54	23	52	84	35	71	9	77	73	89	9	41	
2	83	51	41	12	45	55	72	38	46	92	80	26	39	25	49	5	87	46	59	
65	54	98	2	26	9	78	54	97	86	51	54	26	3	95	37	4	7	10	41	
52	58	23	77	52	3	81	57	89	83	17	55	38	70	56	19	78	35	72	32	
76	24	86	57	81	82	93	84	44	59	80	95	18	58	30	69	60	66	27	6	
6	97	61	97	69	72	17	48	63	45	36	94	68	23	53	6	60	3	89	5	
61	27	55	78	40	40	49	2	8	31	61	67	30	77	66	54	51	82	57	69	
82	92	64	52	16	72	57	31	75	4	89	37	84	46	71	25	85	75	80	48	
7	43	17	90	21	82	45	27	21	58	95	5	51	17	12	23	44	24	53	20	
27	44	13	66	45	83	91	31	59	72	35	65	16	51	13	91	88	57	19	64	
70	70	24	23	42	35	1	85	15	53	7	95	52	19	63	52	57	55	39	17	
82	73	37	54	79	49	46	68	62	20	87	33	89	67	55	32	57	55	19	71	
64	79	68	71	53	86	25	11	42	63	27	79	91	63	34	71	14	79	94	31	
55	82	63	45	50	74	33	9	84	7	35	5	85	58	76	93	45	56	5	86	
74	85	67	66	49	56	92	18	37	87	4	91	26	67	91	32	96	79	94	81	
85	30	86	27	88	19	21	34	74	79	76	5	65	98	26	70	55	19	43	47	
7	47	93	86	69	86	19	66	22	68	48	9	54	35	89	97	9	12	86	82	
46	63	42	13	18	67	82	73	85	80	75	47	28	70	35	96	13	9	63	34	
33	67	96	86	57	87	84	66	54	71	49	1	90	91	67	9	15	6	37	2	
86	14	48	15	39	38	67	51	3	85	40	35	53	38	76	12	26	17	77	35	
43	81	35	34	29	4	97	44	9	89	1	94	58	4	65	96	42	87	4	98	
73	44	88	82	37	65	93	62	81	27	96	25	63	86	15	92	89	67	91	54	
57	91	5	71	50	69	24	91	13	28	46	42	27	35	25	63	55	73	80	91	
55	33	72	19	20	86	66	65	10	58	74	22	6	78	92	56	5	18	4	17	
1	6	58	81	40	38	1	51	12	80	43	66	68	16	85	43	57	8	63	66	
66	38	88	27	18	81	82	76	54	42	48	10	47	62	90	42	1	46	92	13	
81	37	34	50	8	74	49	65	82	13	32	5	51	75	31	24	14	69	55	23	
66	4	33	14	65	78	11	22	80	5	88	62	95	23	14	4	97	62	24	36	
30	12	40	36	86	26	15	55	50	69	78	17	29	66	84	49	1	95	70	80	
55	59	44	51	82	13	10	36	30	88	27	59	1	22	51	42	47	65	53	53	
90	32	69	20	53	11	68	53	61	40	35	17	54	34	23	37	46	86	28	75	
75	54	89	31	75	41	29	78	62	81	32	53	68	56	72	22	66	95	30	28	
90	64	98	46	53	22	38	98	64	66	30	94	75	75	27	52	71	11	85	34	
47	18	42	16	73	69	91	95	66	22	78	57	42	78	58	94	55	96	50	20	
63	35	16	39	11	96	46	38	62	32	71	10	5	69	79	34	39	71	84	6	
48	63	19	89	96	32	41	9	29	90	28	47	80	97	42	91	50	43	84	13	
31	12	76	35	80	56	68	21	82	53	80	32	72	54	22	69	86	18	77	70	
9	61	73	89	15	16	37	21	58	22	87	44	87	65	79	69	76	4	89	60	
13	26	91	84	80	14	10	23	86	43	48	94	5	22	40	73	37	32	93	51	
9	82	94	96	4	30	66	79	34	12	40	46	91	32	85	28	2	94	50	87	
38	54	38	96	75	34	27	14	65	21	20	30	58	69	27	17	1	48	96	34	
15	91	35	61	79	21	89	36	16	94	78	10	49	17	61	26	6	87	93	27	
64	68	56	77	38	38	94	38	41	47	27	11	93	17	71	73	37	17	10	9	
13	43	72	17	60	34	96	21	77	90	47	42	15	4	20	53	95	69	46	37	
71	29	47	66	45	74	40	38	90	6	2	58	48	29	31	63	62	28	84	40	
74	86	37	88	46	13	96	42	81	44	35	54	28	81	75	28	12	16	65	58	
75	22	17	79	50	47	43	68	75	82	63	6	70	2	93	17	68	91	58	50	

setup
0	4	4	7	1	1	7	8	8	1	7	3	3	8	8	1	8	2	6	3	6	3	5	3	4	4	2	4	3	6	6	3	1	1	1	1	1	8	8	1	8	6	3	2	6	2	3	5	4	8	
7	0	5	2	7	7	3	2	2	7	7	5	5	4	3	7	4	6	4	7	8	6	7	7	5	6	7	4	6	3	5	7	7	7	7	7	7	5	5	7	8	6	6	6	4	7	6	3	5	8	
3	4	0	3	8	5	5	3	4	6	8	7	4	2	4	4	1	4	2	4	6	3	4	5	7	5	6	2	8	2	4	6	6	7	8	7	4	5	6	4	6	8	3	6	5	4	7	2	7	6	
3	5	7	0	7	3	4	5	8	3	6	7	6	7	6	4	7	8	7	4	6	8	7	4	1	4	3	6	6	7	4	7	5	8	5	1	4	3	3	7	7	2	6	4	4	6	1	7	7	3	
8	6	7	5	0	3	3	4	6	3	8	3	5	3	3	5	3	7	8	2	7	5	7	2	5	4	5	4	7	5	4	7	3	8	2	5	7	3	4	3	5	5	5	5	7	7	5	4	5	3	
4	3	4	5	6	0	4	6	4	5	6	5	7	5	5	8	7	4	8	5	8	6	6	5	3	4	8	4	5	5	7	3	7	7	5	7	7	5	6	5	6	3	3	4	4	7	2	8	3	6	
8	8	4	2	7	8	0	7	7	5	3	6	3	5	7	6	8	8	7	8	3	4	8	5	7	8	8	6	7	5	4	6	6	2	4	4	4	5	7	7	6	6	7	7	5	5	8	1	6	6	
2	3	4	2	6	6	3	0	8	6	3	6	2	6	5	6	6	6	5	7	4	2	8	3	7	7	6	5	7	4	5	7	6	3	2	5	5	6	8	8	6	5	6	5	4	4	6	3	5	7	
8	6	6	7	7	7	8	8	0	8	7	6	7	8	6	3	3	4	5	8	7	7	6	7	2	5	5	7	6	8	8	6	7	7	8	4	6	6	8	5	3	7	6	4	7	6	8	8	8	7	
3	4	5	6	8	7	5	8	5	0	5	4	7	4	7	4	3	6	5	5	4	3	7	7	5	1	7	5	6	8	7	5	4	8	5	7	5	5	5	3	3	8	3	6	3	2	6	5	6	6	
6	7	4	5	4	2	3	8	5	7	0	4	2	6	1	6	5	4	8	7	6	6	1	3	5	7	1	3	6	7	7	3	4	5	5	4	6	4	8	8	8	5	6	2	6	6	2	7	3	2	
3	5	7	8	3	1	4	8	5	4	2	0	1	6	2	5	4	4	8	6	6	5	2	3	4	7	2	3	6	7	7	2	3	5	5	4	6	3	8	8	7	5	5	2	5	6	2	6	3	2	
4	3	6	6	4	5	7	7	4	5	4	2	0	5	1	5	4	4	7	5	5	5	1	3	3	7	1	3	5	6	6	1	3	5	5	3	5	2	8	7	7	5	4	1	4	5	2	6	3	1	
8	8	7	5	3	2	4	7	5	8	7	8	8	0	8	4	7	5	5	7	4	7	8	6	7	8	8	7	7	6	3	8	8	4	8	8	5	8	1	6	8	4	5	8	6	4	7	4	6	8	
6	6	6	5	3	1	4	4	7	7	3	5	5	4	0	3	7	4	5	4	5	5	8	8	4	6	8	6	4	5	5	7	8	6	8	5	3	6	4	5	6	1	5	5	7	5	7	2	6	5	
5	5	5	5	5	6	8	6	5	4	7	7	7	6	8	0	5	5	6	6	5	5	5	4	5	6	5	6	6	7	8	7	5	3	7	4	8	6	8	8	8	8	5	8	6	8	7	7	3	6	
2	4	7	6	5	5	3	5	4	5	7	4	4	4	6	6	0	3	4	7	2	8	4	6	6	1	8	1	1	7	7	6	7	7	2	4	5	2	6	4	7	3	8	5	7	3	5	8	5	1	
4	3	4	3	6	6	6	5	6	3	5	4	4	4	7	8	5	0	3	8	4	4	3	2	6	5	5	5	5	7	4	8	8	7	4	7	7	4	6	7	4	6	4	4	4	6	2	8	4	5	
1	4	3	3	6	5	2	6	5	8	8	6	6	6	6	4	7	8	0	2	5	6	6	8	6	7	8	8	7	5	6	8	8	8	8	3	5	6	7	6	6	7	5	6	6	5	7	6	8	7	
7	7	6	6	7	5	7	6	3	7	5	3	3	5	4	5	7	8	8	0	4	8	5	5	4	8	6	3	8	5	4	6	6	7	2	6	5	3	3	8	4	2	5	6	4	4	4	3	1	6	
7	5	4	3	5	3	2	7	6	6	8	7	7	3	8	6	6	6	4	4	0	7	5	4	3	6	7	3	8	7	2	5	3	8	4	8	7	5	2	6	6	3	6	5	1	4	5	2	4	3	
