n 100
m 10
n_day 2
hl 1439
o 5
rate_in_peak 0.47753
rate_off_peak 0.32282
max_cost 1182

peak_start
1080
2519

peak_end
1259
2698

v
1.2
1.1
1
0.9
0.8

lambda
1.5
1.25
1
0.8
0.6

pi
143
121
152
103
155
41
125
183
135
177

processing
94	4	90	51	83	42	87	60	38	92	
86	78	19	31	84	34	69	45	94	54	
26	40	73	19	77	89	20	2	50	71	
47	1	74	38	51	15	35	93	30	72	
86	71	7	60	3	47	93	28	47	45	
81	72	84	56	90	62	2	65	19	7	
92	65	8	23	4	14	91	92	9	22	
65	94	48	27	56	7	73	6	34	21	
50	16	93	35	27	40	96	28	61	16	
35	54	36	96	76	93	11	25	86	73	
2	52	25	50	79	36	56	9	41	45	
30	91	60	78	27	43	19	79	70	79	
50	60	88	86	13	22	80	78	46	68	
52	47	75	76	52	11	13	63	20	10	
9	5	2	69	82	82	67	56	18	38	
91	68	54	80	55	66	57	90	45	4	
15	53	7	90	84	58	2	53	23	75	
62	31	79	19	55	18	56	23	74	74	
17	66	43	70	3	53	91	60	98	92	
63	15	2	25	60	85	83	17	93	61	
92	12	47	28	30	58	46	86	80	21	
17	52	86	15	77	44	23	70	5	22	
19	24	36	20	48	51	60	86	68	55	
4	61	66	51	88	52	10	89	93	45	
11	11	97	52	25	75	96	47	46	56	
24	64	79	16	39	83	66	1	70	35	
55	74	51	76	80	95	29	89	85	23	
35	52	87	33	5	67	64	56	69	65	
68	93	31	48	10	25	32	31	25	58	
66	35	87	72	13	68	68	41	58	55	
20	48	8	8	37	66	75	2	78	1	
66	47	93	52	50	58	77	38	89	57	
95	12	92	39	83	6	8	9	2	21	
63	75	68	26	39	60	47	69	61	80	
69	29	82	64	36	34	77	68	27	67	
27	23	34	20	17	73	79	24	81	80	
98	1	57	67	26	95	29	28	65	45	
10	35	29	47	54	65	80	33	34	8	
55	16	84	89	35	2	19	15	79	1	
51	78	1	9	3	80	59	85	63	79	
31	28	69	60	75	25	80	56	13	69	
20	67	85	59	13	75	17	31	46	95	
31	96	75	85	60	33	66	74	19	85	
54	49	14	24	64	88	4	1	2	16	
26	21	83	66	79	51	42	51	82	43	
48	68	94	78	55	55	12	76	30	84	
62	39	88	76	19	54	21	22	10	22	
92	35	42	76	2	77	28	98	29	65	
96	32	35	92	11	45	48	76	22	34	
61	40	28	51	17	46	60	91	24	25	
15	17	16	12	48	71	44	31	26	73	
96	24	60	32	17	27	76	20	4	53	
9	21	92	37	27	64	82	42	57	7	
22	27	77	37	38	26	10	82	57	35	
12	54	14	71	41	30	97	72	6	57	
80	14	33	30	50	59	93	88	56	7	
50	77	33	29	16	27	54	79	10	66	
69	21	75	83	47	71	68	2	44	73	
58	80	43	90	11	92	6	59	81	61	
22	87	39	54	17	10	36	70	44	45	
92	15	21	68	53	68	41	76	69	40	
7	82	21	49	73	85	96	78	46	79	
40	67	67	34	76	39	44	14	64	43	
14	57	57	35	27	65	58	67	43	28	
8	49	11	83	53	39	69	50	72	70	
84	67	92	8	2	70	46	1	39	12	
44	52	24	56	42	50	23	1	72	21	
28	36	25	92	20	77	86	44	28	59	
70	68	27	63	75	29	34	77	83	28	
88	82	80	67	40	23	19	62	78	46	
38	61	81	62	55	56	40	96	56	23	
57	27	90	83	89	67	67	79	1	8	
8	88	89	43	12	84	22	84	47	1	
32	40	61	68	3	71	80	42	69	37	
65	81	19	12	21	63	34	44	43	34	
51	7	77	95	5	89	81	26	74	83	
80	7	25	97	31	27	25	12	69	49	
4	89	31	76	2	8	40	36	51	39	
25	57	1	4	53	5	92	35	85	23	
20	22	84	44	20	16	26	1	81	50	
49	40	40	36	17	96	97	12	87	49	
50	13	7	50	70	59	11	19	50	95	
42	25	72	27	68	48	96	49	48	34	
1	52	73	40	43	45	91	41	56	79	
45	62	92	51	67	19	66	77	38	17	
29	79	41	3	61	64	50	14	68	97	
47	68	6	75	10	49	21	2	89	76	
37	36	39	84	42	62	4	63	40	41	
35	69	75	31	27	37	50	76	6	20	
30	52	87	35	28	52	83	4	54	30	
80	46	21	74	31	18	37	34	81	33	
31	17	57	7	48	83	98	53	60	5	
72	89	13	61	79	94	14	64	98	23	
49	35	68	69	64	98	42	57	88	24	
45	20	95	3	80	98	85	79	52	2	
40	26	46	8	86	26	3	55	89	56	
78	93	46	47	19	66	3	61	24	46	
40	68	65	36	26	46	35	12	81	43	
67	76	68	14	83	11	39	41	65	84	
53	98	78	98	3	97	21	5	15	44	

setup
0	8	8	1	4	2	6	3	8	7	3	6	7	8	5	8	8	5	1	1	2	8	1	1	5	8	1	3	5	7	1	4	6	1	5	1	2	2	4	1	1	6	7	7	6	3	7	5	8	7	5	1	6	5	1	2	5	2	5	1	8	5	4	6	5	8	6	6	2	1	7	2	7	5	8	4	7	6	8	6	4	5	6	1	1	7	3	5	8	7	5	7	3	1	4	8	8	2	5	1	
