n 150
m 20
hl 143
o 5
peak_start 108
peak_end 125
rate_in_peak 0.47753
rate_off_peak 0.32282
max_cost 

v
1.2
1.1
1
0.9
0.8

lambda
1.5
1.25
1
0.8
0.6

pi
124
148
91
91
192
136
146
99
84
188
94
159
174
148
191
176
167
76
138
128

processing
22	17	55	27	35	87	3	34	96	33	12	22	95	47	3	85	39	17	1	77	
92	87	6	48	78	27	73	43	97	97	15	20	15	70	46	5	58	48	39	11	
36	50	87	32	52	89	19	90	8	19	68	1	61	30	4	40	56	76	38	55	
30	53	74	45	78	76	49	91	79	43	4	17	92	46	48	1	36	22	90	97	
40	16	53	3	45	57	96	2	88	36	12	20	44	42	20	77	19	68	69	53	
13	28	25	60	73	73	61	65	94	8	63	90	77	72	92	23	84	89	79	29	
80	90	4	25	87	23	3	61	47	28	16	59	55	40	74	30	68	90	94	20	
98	14	11	76	41	4	55	80	48	35	11	84	80	14	64	69	91	23	31	39	
50	2	97	6	42	28	89	11	20	40	84	73	10	94	6	50	53	60	32	57	
50	96	42	32	65	7	56	57	29	42	95	34	44	49	40	41	77	84	7	52	
26	91	26	35	86	31	40	41	91	27	53	96	24	94	29	89	56	40	47	41	
82	98	74	27	48	15	23	26	1	29	77	80	21	58	16	63	89	11	59	37	
38	13	34	17	8	19	61	19	58	10	59	95	9	35	77	12	5	1	38	59	
30	70	40	6	30	11	68	20	22	28	12	15	40	45	31	3	19	92	22	77	
57	80	29	21	70	8	32	75	8	69	35	37	95	31	97	26	41	66	1	18	
94	12	32	89	12	63	92	85	56	69	19	68	6	47	88	76	54	21	8	62	
46	42	54	42	28	52	67	69	74	23	42	25	88	74	15	55	38	62	41	49	
32	59	18	92	8	61	69	17	81	76	78	28	73	88	69	3	41	91	27	70	
69	68	94	58	97	11	69	90	72	11	40	60	26	13	53	87	73	77	5	12	
54	39	39	82	28	64	84	24	12	66	94	81	90	89	94	88	1	64	80	29	
31	75	44	56	44	96	44	72	30	4	83	83	42	78	66	69	43	8	93	54	
29	88	36	20	34	86	10	89	51	45	19	81	21	18	38	64	15	37	92	44	
41	76	82	38	55	5	9	53	66	57	9	95	2	98	16	35	85	79	25	92	
25	97	74	2	16	68	21	84	60	14	83	56	90	22	94	2	27	58	55	48	
16	19	44	17	72	16	7	15	50	86	8	31	84	37	32	56	6	52	95	66	
22	80	77	67	57	72	68	83	31	78	87	2	52	32	72	26	3	79	94	53	
66	3	83	7	39	70	18	1	77	15	22	98	50	98	22	8	72	90	47	58	
25	35	16	77	22	87	58	25	23	53	33	44	55	71	51	49	42	24	49	74	
38	70	30	87	70	51	51	97	42	97	12	23	33	27	1	54	70	58	34	92	
66	66	38	22	38	44	26	79	67	75	55	61	46	40	49	71	90	55	25	88	
53	37	12	41	19	12	95	88	25	30	82	46	96	21	67	35	20	48	70	86	
24	80	48	26	21	53	52	12	9	77	1	62	69	66	4	43	33	54	33	57	
40	70	4	91	46	26	81	65	74	52	52	53	87	56	34	63	10	86	31	18	
20	85	35	88	53	93	86	85	4	20	98	43	45	3	35	90	83	18	56	14	
25	64	22	14	21	56	32	30	43	62	3	18	49	92	61	3	86	48	87	45	
68	86	88	14	45	24	60	83	95	17	96	22	36	19	89	56	30	22	41	28	
40	98	45	88	91	7	46	34	55	34	78	24	76	23	91	76	3	8	60	97	
25	13	74	16	85	64	72	17	42	68	44	81	67	89	26	15	95	71	48	51	
60	82	30	37	6	77	14	8	84	73	7	64	41	36	80	28	2	9	44	97	
76	87	35	45	33	60	59	30	86	63	36	47	46	22	84	7	98	53	15	39	
82	75	59	24	12	94	51	67	4	94	21	79	39	11	79	71	70	94	56	57	
58	92	60	59	69	45	65	24	97	35	62	80	65	76	6	33	71	12	55	74	
8	32	11	46	42	45	72	68	40	30	80	53	77	41	13	47	85	34	26	40	
24	43	75	45	21	36	33	91	48	87	23	11	74	33	12	18	77	83	85	73	
68	66	27	2	63	40	4	49	29	29	44	8	72	75	52	92	66	84	40	15	
29	62	79	4	50	90	21	29	31	61	3	54	83	29	12	47	24	15	51	8	
44	51	16	71	27	67	20	92	9	59	63	37	23	43	40	72	89	17	56	75	
33	14	30	17	97	41	19	22	12	70	84	11	22	1	81	48	23	2	95	31	
16	59	23	92	58	63	22	48	35	77	24	67	91	9	40	45	6	58	66	17	
29	7	27	6	7	63	9	30	20	6	16	35	20	39	29	77	57	50	26	91	
82	5	15	30	68	54	74	73	68	96	45	96	4	71	58	65	89	66	50	10	
71	65	98	47	59	82	25	17	87	7	63	27	65	34	56	34	43	86	8	12	
83	52	64	42	78	23	62	24	88	13	87	17	34	87	63	92	26	87	65	15	
49	83	41	16	18	52	49	17	39	13	28	77	20	91	75	54	15	38	77	5	
7	66	75	40	10	39	87	35	27	53	5	32	92	1	47	65	53	95	81	47	
63	11	80	83	57	56	38	72	49	70	32	55	37	8	94	46	2	83	37	82	
91	41	15	84	42	61	51	50	14	87	52	76	97	33	16	12	44	9	39	93	
79	70	5	17	33	55	19	88	39	55	71	85	51	86	27	48	4	77	53	17	
65	7	49	20	93	20	85	39	29	25	87	9	50	47	79	38	3	53	27	95	
63	97	82	70	84	10	19	88	42	72	60	62	34	64	37	28	84	23	22	68	
47	64	76	96	13	12	35	15	65	61	12	83	16	49	54	55	58	73	44	55	
2	60	18	89	25	55	72	64	33	94	33	80	59	64	33	71	76	24	42	96	
40	9	80	55	57	36	12	16	64	11	26	21	26	43	11	7	53	82	70	86	
33	5	23	48	68	11	74	1	34	17	52	74	25	34	84	81	25	51	52	44	
62	33	20	43	76	30	49	84	67	21	27	56	79	5	5	48	16	78	5	49	
51	56	78	31	45	64	68	25	16	75	68	33	10	87	76	41	72	26	26	95	
2	9	52	80	13	12	84	28	45	88	33	51	45	12	82	46	31	51	70	47	
27	94	35	36	82	12	32	12	92	58	62	93	66	15	75	34	80	60	62	26	
5	94	77	5	61	16	50	92	22	76	40	48	71	74	40	10	42	71	21	35	
84	38	83	7	52	15	41	87	74	4	69	34	53	3	39	15	18	88	8	39	
21	3	42	91	33	37	3	74	64	77	64	49	17	4	56	24	19	52	13	48	
11	37	82	63	39	22	33	56	65	95	50	86	97	91	34	85	30	90	60	93	
69	79	97	41	39	10	20	57	61	86	60	27	24	43	89	62	20	78	73	41	
74	24	82	28	71	17	15	2	9	30	50	33	65	4	29	5	14	4	17	30	
90	76	57	15	21	3	33	94	80	7	36	11	85	19	93	57	90	9	14	54	
92	19	42	58	22	70	18	35	73	34	21	20	12	77	89	86	79	77	37	17	
83	73	81	25	47	75	81	92	39	50	47	33	68	44	46	90	69	20	80	98	
9	2	19	20	78	9	61	15	85	98	85	26	28	67	6	30	44	43	24	38	
92	26	70	62	70	72	53	40	47	88	93	55	90	14	31	25	76	91	39	19	
46	79	98	29	48	5	59	47	47	82	84	41	63	12	58	34	83	12	30	31	
55	78	85	46	91	71	27	25	64	21	43	65	2	42	94	49	2	54	95	49	
91	80	45	55	91	4	45	31	15	30	17	25	9	58	71	56	30	97	80	49	
19	24	16	20	21	65	24	22	20	20	26	12	56	70	22	4	73	66	89	43	
51	7	68	60	20	40	71	6	92	52	54	66	31	25	42	7	89	65	28	64	
41	54	75	96	25	53	55	98	74	45	96	27	8	65	42	81	60	14	86	53	
21	42	75	51	22	18	57	13	82	40	76	24	93	9	75	74	61	32	29	90	
32	26	18	93	47	59	76	8	28	63	17	48	60	91	54	82	64	66	50	47	
8	27	27	56	89	3	85	7	88	15	97	76	95	16	70	97	31	47	60	14	
12	76	18	27	24	71	10	87	39	15	90	2	42	18	13	86	74	98	93	20	
68	91	95	20	62	22	18	48	69	78	62	36	11	79	62	89	7	28	77	1	
42	24	56	39	95	69	81	71	68	75	46	37	23	96	57	40	19	30	88	43	
