n 250
m 10
n_day 2
hl 1439
o 5
rate_in_peak 0.47753
rate_off_peak 0.32282
max_cost 2507

peak_start
1080
2519

peak_end
1259
2698

v
1.2
1.1
1
0.9
0.8

lambda
1.5
1.25
1
0.8
0.6

pi
70
169
118
55
157
98
145
170
153
40

processing
93	38	86	56	48	67	57	91	32	98	
25	1	93	7	46	58	54	9	50	52	
5	58	98	69	58	95	46	89	1	47	
44	50	85	85	7	88	53	63	36	40	
19	60	40	13	22	41	70	32	5	21	
83	10	35	82	34	92	78	35	82	35	
82	81	84	24	67	46	67	21	65	4	
16	83	63	55	51	41	52	77	72	56	
53	56	21	87	94	11	80	73	45	20	
63	82	2	4	61	25	50	29	45	16	
32	61	54	51	71	60	91	78	38	20	
36	47	75	56	89	70	22	71	1	67	
90	63	6	47	23	67	71	72	95	72	
43	83	88	52	35	16	13	81	94	7	
2	85	53	32	96	43	4	20	69	4	
86	16	22	91	63	44	59	89	71	12	
62	15	94	7	22	84	23	35	66	18	
41	23	4	49	54	55	91	13	74	18	
16	61	33	92	10	51	91	24	42	64	
35	59	34	84	66	56	69	44	46	90	
17	86	14	74	36	24	30	82	36	6	
1	8	22	34	1	31	40	47	11	81	
66	1	96	2	85	63	13	11	62	58	
3	78	1	70	53	90	93	82	73	85	
87	30	92	11	19	48	95	58	94	7	
95	62	8	92	19	48	12	85	58	73	
98	16	52	98	86	6	45	36	87	19	
22	76	4	15	42	22	18	38	80	14	
45	32	31	8	25	5	11	90	89	68	
64	88	40	71	43	27	76	87	62	20	
61	84	51	65	54	92	42	72	32	77	
41	32	10	71	93	88	75	5	79	21	
28	44	64	67	16	8	93	47	50	13	
67	66	96	19	32	7	67	30	78	98	
8	74	85	18	46	79	7	76	83	42	
52	12	85	17	79	57	78	29	59	29	
41	27	95	92	2	82	1	68	13	34	
67	21	10	9	92	11	87	54	43	71	
95	94	38	38	67	18	50	46	3	10	
31	43	91	81	37	92	64	91	61	33	
80	83	9	45	91	56	56	35	11	54	
7	62	5	44	55	71	18	6	73	20	
15	59	18	7	41	54	54	60	2	70	
92	82	54	56	82	2	13	39	36	78	
48	96	95	53	42	51	79	15	12	9	
34	80	67	51	43	9	61	96	69	18	
68	18	55	77	30	39	79	96	33	16	
31	81	14	27	89	11	77	69	25	44	
34	14	26	2	20	68	11	36	65	35	
54	34	8	10	13	91	4	47	89	37	
62	21	73	31	4	63	95	36	87	75	
80	76	44	7	78	64	74	44	1	40	
34	10	30	41	74	42	88	77	44	78	
69	61	54	97	92	57	17	44	49	6	
21	30	81	64	36	16	83	11	59	84	
6	92	93	35	89	24	32	78	3	75	
13	27	38	22	26	85	35	42	30	83	
3	6	14	40	70	49	55	10	15	16	
93	20	63	44	55	53	67	86	86	25	
19	98	52	56	76	33	96	12	74	27	
94	77	87	9	18	14	13	28	23	27	
97	72	46	62	17	2	70	39	44	14	
20	18	67	27	73	44	59	26	55	34	
8	50	66	94	14	39	9	26	67	32	
52	21	5	98	38	75	55	10	69	54	
77	88	71	45	16	1	89	74	26	1	
64	34	7	31	29	20	26	92	46	92	
25	53	68	83	52	8	59	63	71	29	
18	49	73	89	93	88	89	39	20	71	
94	39	6	2	25	88	21	50	81	22	
97	61	75	67	1	82	74	59	2	46	
44	20	50	72	64	44	61	10	39	36	
80	34	74	41	35	1	85	11	6	23	
87	5	40	19	71	40	56	2	55	58	
3	54	77	52	27	42	51	87	7	89	
79	87	78	10	83	68	64	69	79	70	
48	23	74	87	41	2	28	96	57	38	
11	59	91	87	12	19	84	18	62	91	
9	42	35	42	7	19	12	71	44	46	
42	47	68	71	35	64	28	18	17	84	
56	28	98	48	70	11	23	56	28	84	
4	90	81	92	34	87	66	45	59	11	
46	56	57	15	82	47	34	11	65	50	
94	76	33	93	25	5	59	47	16	43	
86	73	88	68	66	77	13	33	23	27	
98	24	83	12	38	66	59	27	33	25	
33	82	2	65	33	80	25	47	83	94	
89	70	68	35	94	35	13	8	24	90	
34	23	15	72	34	9	94	92	35	82	
72	67	65	29	34	97	65	14	46	49	
10	90	74	77	26	69	68	93	32	91	
84	22	15	98	49	4	8	44	52	43	
81	25	65	48	10	98	2	74	14	47	
78	23	93	53	55	74	78	24	68	65	
16	53	42	84	9	91	88	70	90	41	
14	73	21	35	22	84	34	77	59	3	
26	38	79	74	47	90	49	80	15	19	
2	85	27	44	26	35	36	69	61	27	
65	74	55	86	64	32	71	54	11	86	
56	90	79	91	65	81	82	69	62	52	
43	64	38	70	9	64	60	98	88	22	
80	55	52	37	42	17	68	68	70	34	
11	82	25	90	30	89	72	13	16	90	
64	58	11	58	29	19	77	45	72	66	
22	53	76	29	45	19	46	69	43	71	
4	53	10	29	98	39	73	72	51	88	
63	71	4	73	84	86	47	18	32	74	
39	10	28	17	38	29	89	39	97	33	
12	2	42	21	84	41	16	15	68	22	
58	86	48	61	16	33	49	18	6	36	
91	45	45	75	61	83	5	51	23	3	
40	88	58	37	65	98	33	80	14	3	
3	71	88	51	88	6	39	38	23	45	
29	70	89	74	46	7	14	50	13	90	
52	8	80	65	44	46	64	77	81	77	
35	83	6	24	89	49	83	30	86	62	
30	70	33	74	45	34	80	14	83	48	
6	90	56	41	56	55	42	22	33	24	
54	23	62	15	3	53	63	41	38	6	
4	67	76	90	42	76	79	77	90	63	
26	95	54	81	37	66	38	78	43	26	
57	96	5	20	13	7	28	31	47	21	
37	7	87	14	52	84	89	33	18	36	
95	44	32	7	80	24	72	19	57	16	
1	69	67	5	89	35	65	72	66	13	
93	4	19	37	71	71	77	17	5	94	
53	55	39	40	61	21	20	88	93	32	
59	49	3	82	9	47	18	73	20	39	
86	68	96	60	7	68	32	83	41	90	
34	93	47	73	34	63	49	9	9	97	
41	23	48	43	6	56	89	24	85	64	
18	72	34	16	33	94	39	21	34	79	
66	67	73	14	95	63	33	1	71	41	
98	13	63	3	11	25	14	55	4	98	
21	21	27	10	36	16	5	75	36	38	
11	3	60	84	71	57	4	59	13	30	
55	12	97	73	14	9	97	82	64	2	
81	40	23	10	49	14	25	53	44	16	
46	55	72	7	94	44	19	97	4	32	
28	58	97	80	33	67	89	85	50	10	
87	86	5	65	51	53	78	31	61	24	
46	62	34	20	24	29	19	97	27	77	
84	10	36	82	90	24	6	36	65	11	
1	53	97	5	73	49	13	52	80	29	
31	81	90	64	2	69	92	75	67	74	
53	52	84	44	90	31	24	95	22	88	
8	76	96	60	36	70	64	48	23	45	
32	10	82	77	73	39	47	67	15	70	
42	67	23	81	13	68	67	90	21	44	
79	82	21	76	43	56	3	8	59	25	
9	90	34	90	24	63	30	71	31	1	
42	28	67	20	65	35	44	87	26	64	
33	60	47	53	91	45	65	93	8	25	
20	16	71	9	61	94	71	47	22	57	
47	19	41	15	39	61	6	82	49	85	
3	37	47	5	90	39	49	12	34	56	
36	9	28	62	71	88	14	98	90	35	
12	38	54	52	9	48	68	14	85	19	
98	87	11	2	91	56	41	95	67	30	
52	59	92	35	22	64	79	35	19	70	
26	31	10	79	38	72	28	8	41	68	
80	94	56	90	96	4	48	92	98	70	
23	7	30	16	42	8	35	22	42	54	
47	23	40	12	3	77	83	84	40	25	
53	21	21	64	67	72	23	70	65	76	
41	43	39	27	14	36	34	4	57	31	
57	5	54	96	17	56	31	55	96	70	
80	6	47	56	26	69	83	48	94	49	
80	36	47	20	18	60	55	51	63	67	
82	76	27	37	29	97	48	15	54	45	
85	89	7	87	2	32	57	84	35	8	
88	16	97	90	89	17	51	1	67	69	
23	50	2	50	42	85	4	90	1	13	
90	41	3	96	29	58	29	41	97	64	
48	42	35	47	33	80	63	83	80	85	
10	59	91	65	10	34	51	13	25	8	
26	17	48	82	14	33	96	97	29	94	
18	77	38	52	79	70	87	97	11	25	
39	74	83	31	40	48	65	47	60	89	
10	41	61	57	79	31	45	76	29	74	
71	46	8	64	53	86	90	42	40	2	
22	78	31	6	11	70	53	31	72	68	
75	81	65	38	94	45	68	40	22	52	
15	48	97	76	68	7	19	59	4	58	
60	25	92	90	84	58	17	92	88	45	
62	64	27	82	57	76	28	80	18	49	
33	86	52	85	64	21	92	82	79	95	
96	94	22	45	41	61	4	14	55	47	
58	72	12	40	55	25	18	82	6	89	
86	93	76	93	79	95	16	72	35	50	
25	32	2	2	76	96	62	35	11	72	
81	24	45	48	20	1	72	37	38	34	
27	79	28	58	74	8	55	45	36	89	
50	16	76	7	17	9	5	34	43	69	
8	25	49	52	72	68	9	2	6	2	
35	86	81	18	1	12	25	11	12	16	
55	61	31	32	68	3	40	28	37	38	
96	44	62	46	51	90	15	15	47	74	
17	81	17	53	98	18	20	78	82	31	
50	39	91	36	26	16	39	22	43	75	
59	41	74	77	42	80	24	13	95	70	
86	67	8	59	75	7	76	94	40	59	
26	89	53	72	27	79	44	21	2	86	
95	60	82	26	92	80	7	17	92	3	
86	79	25	93	93	1	55	70	94	51	
85	75	95	93	5	77	73	48	97	74	
35	49	90	73	74	83	54	81	2	47	
39	43	81	64	92	76	20	48	3	70	
54	43	46	51	38	50	29	66	53	28	
42	88	76	87	18	8	27	71	44	82	
73	82	27	11	3	74	86	23	77	45	
92	33	43	93	83	80	1	67	48	53	
94	45	96	28	87	69	35	15	41	78	
97	69	17	79	80	20	54	23	96	32	
23	45	20	66	93	4	3	93	27	50	
4	22	50	1	5	92	26	93	9	66	
72	61	91	45	95	28	20	6	50	71	
91	29	17	13	94	65	70	96	60	96	
4	19	74	53	73	78	47	98	73	11	
22	2	27	14	2	23	41	21	28	46	
91	20	74	63	86	25	30	58	23	45	
55	80	19	84	88	91	64	90	91	92	
2	68	93	82	81	51	6	77	71	87	
78	20	63	10	82	50	88	67	63	12	
67	74	47	85	59	37	34	24	28	80	
71	84	49	22	67	85	72	73	63	44	
17	96	19	79	61	3	85	51	25	49	
18	92	78	65	34	39	3	67	18	30	
48	89	15	52	66	38	38	39	66	56	
38	82	54	57	19	16	15	5	22	93	
9	40	42	43	6	76	81	62	98	54	
91	4	98	62	55	65	55	93	59	22	
50	97	5	59	11	23	31	25	81	52	
73	46	91	17	88	52	48	26	15	47	
79	62	50	35	79	61	1	35	55	60	
56	60	14	16	75	78	93	7	58	75	
14	32	76	61	48	21	14	95	46	83	
98	81	2	49	17	80	65	71	70	75	
86	81	37	55	96	13	34	90	73	91	
23	86	25	98	4	28	75	72	25	22	
56	78	58	13	82	30	92	49	57	19	
25	98	1	61	55	96	29	88	44	57	
37	66	1	17	21	4	44	95	31	24	
73	86	3	86	54	85	72	47	35	30	
65	15	29	21	32	83	19	60	29	18	
73	21	83	73	37	59	32	36	12	63	
60	84	6	18	27	60	58	98	62	48	
29	29	63	14	5	94	52	77	11	36	
94	83	56	34	57	48	93	89	84	6	
9	1	45	14	18	71	73	32	27	37	

setup
0	5	1	1	3	4	3	2	4	2	5	1	7	7	3	1	4	4	1	2	7	4	8	3	2	5	3	8	8	6	4	4	2	5	4	5	8	6	6	3	7	2	4	6	1	6	6	4	1	6	5	8	1	4	2	2	8	4	1	7	1	5	2	3	1	5	7	8	3	4	3	1	6	6	6	6	3	3	1	3	8	5	2	8	8	4	1	7	7	2	6	8	6	7	2	6	4	8	5	6	3	7	6	8	4	4	5	6	6	5	1	6	1	2	5	8	5	6	7	4	7	4	3	4	2	4	1	5	3	5	2	5	4	8	5	7	3	1	5	8	6	5	5	6	6	2	6	3	7	4	6	5	7	8	8	8	3	8	5	5	4	6	1	7	5	5	6	7	6	2	7	3	6	3	8	3	4	5	5	2	8	2	6	6	1	5	6	3	4	2	7	8	7	8	6	4	4	3	2	1	4	8	3	1	3	3	4	6	7	8	8	7	2	5	4	2	2	1	5	5	2	3	4	1	2	2	4	6	4	5	6	8	5	1	8	7	3	3	4	1	3	3	7	4	8	3	5	1	3	1	
5	0	5	5	3	7	3	4	4	5	8	5	4	7	6	5	5	5	5	5	4	3	5	4	5	2	4	8	5	4	4	4	4	8	2	5	6	6	8	5	4	4	5	4	5	7	3	6	5	5	8	5	5	6	4	5	8	3	5	7	5	6	5	3	5	1	4	8	6	5	4	5	4	3	4	8	3	6	5	6	5	3	5	8	8	6	5	6	3	4	2	7	5	6	4	5	4	5	4	8	5	5	8	6	3	5	6	6	6	6	5	7	5	5	2	7	4	5	8	7	7	2	6	4	5	2	5	8	4	2	4	8	3	4	2	4	6	5	8	6	3	5	4	7	4	5	6	5	6	5	6	8	3	6	8	8	5	4	2	3	5	2	5	3	5	8	4	7	8	4	4	4	7	4	4	4	2	8	8	4	6	4	5	7	5	5	8	5	3	5	7	4	8	5	5	5	4	5	4	5	6	5	5	5	6	4	7	3	8	4	4	7	5	4	7	5	5	5	1	2	4	6	2	5	4	5	6	3	7	3	8	8	5	5	7	7	4	3	2	5	5	4	7	4	7	6	5	5	3	5	
3	4	0	5	3	6	4	3	6	2	7	6	3	5	7	4	4	4	7	2	5	4	6	5	4	4	2	5	6	3	6	5	3	7	4	3	5	8	8	3	4	2	2	6	7	8	5	4	4	2	8	2	6	8	4	7	5	4	7	8	6	7	6	2	5	4	4	6	8	4	4	3	6	4	6	5	5	8	6	6	3	2	6	8	8	5	6	3	4	1	4	6	6	5	2	6	6	5	5	5	7	3	6	6	3	2	8	8	8	6	4	5	6	6	3	5	1	6	6	7	5	3	5	2	2	4	2	6	5	3	3	5	5	4	4	5	7	6	6	6	4	7	3	4	5	4	4	6	7	4	6	8	2	6	6	6	7	2	3	3	5	3	5	4	6	5	3	6	8	1	4	6	8	6	2	2	4	5	7	1	7	6	3	6	5	4	8	4	5	2	8	5	7	3	4	6	2	5	5	2	4	4	5	6	4	3	5	3	5	3	2	5	3	1	8	4	5	4	4	3	5	3	3	3	2	5	4	5	5	4	5	6	7	2	7	7	6	5	3	2	5	1	5	3	8	3	5	4	5	7	
5	8	5	0	5	5	7	4	3	4	3	5	5	8	5	4	7	6	5	4	1	4	8	1	6	4	5	7	3	6	3	1	3	5	2	5	8	8	5	4	4	4	5	7	4	4	6	6	7	5	8	5	5	6	3	4	2	3	6	4	4	3	4	4	6	3	7	8	4	7	5	5	3	2	7	7	7	4	2	5	4	5	3	7	4	1	4	6	7	5	5	3	3	1	4	6	3	2	6	2	4	3	5	8	4	4	5	7	6	2	2	5	4	6	4	5	5	4	2	5	6	6	1	5	5	6	5	6	6	3	4	7	4	7	6	2	4	4	4	7	3	4	5	3	4	6	2	5	3	7	5	8	4	2	3	4	5	5	4	4	8	5	8	7	7	8	3	8	8	5	7	5	7	2	5	4	6	2	5	5	5	3	6	2	8	4	7	7	2	5	6	7	4	5	6	5	5	5	5	4	6	6	4	4	3	4	8	4	4	3	5	2	5	5	8	4	6	4	3	3	5	5	6	5	5	3	7	1	8	5	5	6	4	4	7	6	8	3	3	4	6	5	5	6	8	5	6	5	8	5	
7	7	5	5	0	4	7	6	4	3	3	6	1	7	7	6	5	5	8	3	5	3	4	5	7	2	8	7	4	7	6	5	3	2	5	3	7	5	8	7	4	3	7	6	5	3	5	5	3	3	5	6	2	5	5	2	5	3	8	3	2	4	4	2	7	5	4	6	3	3	6	8	6	4	8	5	4	7	5	2	5	1	5	3	4	5	4	4	8	6	2	5	6	5	3	8	4	4	3	4	2	3	7	6	5	5	5	5	8	5	5	1	7	8	2	4	1	4	4	7	3	8	5	1	4	6	8	6	5	4	2	5	7	3	3	5	4	6	3	5	6	7	3	3	4	4	4	8	4	4	4	5	4	4	6	2	1	7	6	6	8	7	8	4	6	6	5	6	5	7	4	5	8	5	5	3	4	4	1	4	8	3	5	4	4	2	5	4	4	5	3	7	4	2	6	8	2	2	3	2	4	7	2	2	6	4	7	7	2	5	1	4	3	4	8	2	8	6	6	4	3	7	2	5	8	3	7	5	7	3	7	4	5	6	8	6	7	6	6	3	3	2	3	2	8	6	8	7	6	4	
2	5	6	6	8	0	6	6	6	7	8	8	8	8	3	4	5	8	4	7	6	6	7	4	8	7	5	3	6	5	4	4	6	8	4	8	3	6	6	5	6	8	7	4	4	7	5	5	8	8	6	7	8	7	6	8	8	6	4	8	7	5	6	8	8	4	7	7	8	8	8	7	7	5	8	7	7	6	5	8	8	8	8	7	6	8	8	6	1	6	7	7	4	6	7	6	5	5	6	7	8	6	4	6	6	6	8	6	7	6	5	8	5	6	7	8	8	7	7	2	7	3	6	8	8	4	1	7	5	6	7	6	7	8	6	7	7	4	8	7	6	5	6	8	7	8	8	1	7	7	7	7	6	6	3	8	8	7	7	6	8	7	2	5	4	4	8	4	5	6	7	6	5	6	8	8	6	6	8	7	2	6	8	5	6	8	6	6	7	4	8	5	7	7	7	3	7	7	8	8	6	5	8	7	7	6	5	3	7	7	8	7	7	5	7	7	7	7	6	8	6	4	8	6	7	8	4	6	4	6	2	5	5	5	8	3	3	4	8	7	7	7	8	8	1	6	8	2	4	5	
